"animal_id","latitude","longitude","timestamp","height","hdop","vdop","fix"
"TTP-058",NA,NA,"2019-02-01 07:02:30",NA,0,0,"NO"
"TTP-058",26.0700194444444,-80.2782611111111,"2019-02-01 08:02:30",NA,1.8,1.8,"3D"
"TTP-058",NA,NA,"2019-02-01 18:02:30",NA,0,0,"NO"
"TTP-058",26.0729916666667,-80.2740666666667,"2019-02-01 19:02:30",854,3.8,3.2,"2D"
"TTP-058",26.0713555555556,-80.2766472222222,"2019-02-01 20:02:30",5,3.3,2.7,"3D"
"TTP-058",26.0704916666667,-80.2765555555556,"2019-02-01 21:02:11",10,0.9,1.4,"3D"
"TTP-058",26.0705444444444,-80.2766027777778,"2019-02-01 22:02:02",-11,1.1,2.7,"3D"
"TTP-058",26.0736138888889,-80.2779972222222,"2019-02-01 23:02:30",3,1.7,2.2,"3D"
"TTP-041",NA,NA,"2019-01-19 00:02:30",NA,0,0,"NO"
"TTP-041",26.0709583333333,-80.2793277777778,"2019-01-19 01:02:30",7,7,3.2,"2D"
"TTP-041",26.0702527777778,-80.2793222222222,"2019-01-19 02:02:22",7,3.9,3.2,"2D"
"TTP-041",26.0707138888889,-80.2793611111111,"2019-01-19 03:02:13",1,4.7,3.2,"2D"
"TTP-041",26.0709722222222,-80.2792388888889,"2019-01-19 04:02:30",23,4.5,3.2,"2D"
"TTP-041",26.0707222222222,-80.2794222222222,"2019-01-19 05:02:09",22,2.3,3.1,"3D"
"TTP-041",26.0705361111111,-80.2791861111111,"2019-01-19 06:02:30",22,8.1,3.2,"2D"
"TTP-041",26.0715277777778,-80.2787388888889,"2019-01-19 07:02:30",NA,1.9,3.4,"3D"
"TTP-041",26.0708,-80.2783,"2019-01-19 08:02:05",NA,1.6,2.3,"3D"
"TTP-041",26.0719138888889,-80.2794861111111,"2019-01-19 17:02:30",7,8.3,3.2,"2D"
"TTP-041",NA,NA,"2019-01-19 18:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-19 19:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-19 20:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-19 21:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-19 22:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-19 23:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-20 00:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-20 01:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-20 02:02:30",NA,0,0,"NO"
"TTP-041",26.0717722222222,-80.2795222222222,"2019-01-20 03:02:30",NA,1.6,2.1,"3D"
"TTP-041",26.0712805555556,-80.2796277777778,"2019-01-20 04:02:02",13,1,1.9,"3D"
"TTP-041",26.0711694444444,-80.2795138888889,"2019-01-20 05:02:05",17,1.3,2.2,"3D"
"TTP-041",26.0713055555556,-80.2796805555556,"2019-01-20 06:02:08",8,1.6,1.6,"3D"
"TTP-041",26.0712833333333,-80.2798527777778,"2019-01-20 07:02:09",11,3.5,4.5,"3D"
"TTP-041",26.0711472222222,-80.280075,"2019-01-20 08:02:30",18,1.8,2.8,"3D"
"TTP-041",NA,NA,"2019-01-20 17:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-20 18:02:30",NA,0,0,"NO"
"TTP-041",26.0764805555556,-80.27955,"2019-01-20 19:02:30",14,1.4,2.7,"3D"
"TTP-041",26.0765083333333,-80.2794611111111,"2019-01-20 20:02:08",21,1.3,1.8,"3D"
"TTP-041",NA,NA,"2019-01-20 21:02:30",NA,0,0,"NO"
"TTP-041",26.0761194444444,-80.2795166666667,"2019-01-20 22:02:30",22,8.8,3.1,"3D"
"TTP-041",26.0765222222222,-80.2795416666667,"2019-01-20 23:02:30",14,2.7,4.5,"3D"
"TTP-041",26.0762027777778,-80.2796722222222,"2019-01-21 00:02:30",-16,8.9,2.7,"3D"
"TTP-041",26.0761388888889,-80.2795944444444,"2019-01-21 01:02:02",NA,5.6,2.9,"3D"
"TTP-041",26.0728833333333,-80.2799722222222,"2019-01-21 02:02:04",NA,1.3,2.9,"3D"
"TTP-041",26.0718138888889,-80.2793777777778,"2019-01-21 03:02:10",17,1.4,2.7,"3D"
"TTP-041",26.0717277777778,-80.2794944444444,"2019-01-21 04:02:12",28,1,1.9,"3D"
"TTP-041",26.0717111111111,-80.2794916666667,"2019-01-21 05:02:06",13,1.4,1.9,"3D"
"TTP-041",26.0717277777778,-80.2795388888889,"2019-01-21 06:02:04",-6,2.6,3,"3D"
"TTP-041",26.0710666666667,-80.2799638888889,"2019-01-21 07:02:15",NA,2,4,"3D"
"TTP-041",NA,NA,"2019-01-21 08:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-21 17:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-21 18:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-21 19:02:30",NA,0,0,"NO"
"TTP-041",26.0746111111111,-80.2799305555556,"2019-01-21 20:02:30",1,1.7,1.6,"3D"
"TTP-041",26.0744388888889,-80.2798527777778,"2019-01-21 21:02:09",8,2.6,3.1,"3D"
"TTP-041",26.0745055555556,-80.2798055555556,"2019-01-21 22:02:30",15,1.6,3,"3D"
"TTP-041",26.0747111111111,-80.2799166666667,"2019-01-21 23:02:30",1,7.8,2.4,"3D"
"TTP-041",NA,NA,"2019-01-22 00:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-22 01:02:30",NA,0,0,"NO"
"TTP-041",26.0746833333333,-80.2800972222222,"2019-01-22 02:02:30",-4,3.2,5.1,"3D"
"TTP-041",NA,NA,"2019-01-22 03:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-22 04:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-22 05:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-22 06:02:30",NA,0,0,"NO"
"TTP-041",26.0749666666667,-80.2704638888889,"2019-01-22 07:02:30",1107,5.2,3.2,"2D"
"TTP-041",26.07345,-80.2799722222222,"2019-01-22 08:02:30",NA,1.4,1.4,"3D"
"TTP-041",NA,NA,"2019-01-22 17:02:30",NA,0,0,"NO"
"TTP-041",26.0697722222222,-80.2787722222222,"2019-01-22 18:02:30",32,5.2,3,"3D"
"TTP-041",26.069875,-80.2792416666667,"2019-01-22 19:02:06",NA,3,3.9,"3D"
"TTP-041",26.0698055555556,-80.2792527777778,"2019-01-22 20:02:04",-12,3.5,4,"3D"
"TTP-041",26.0699111111111,-80.2792027777778,"2019-01-22 21:02:07",13,2,2.3,"3D"
"TTP-041",26.0703305555556,-80.2792888888889,"2019-01-22 22:02:10",11,2.3,3.2,"3D"
"TTP-041",26.0711833333333,-80.2795305555556,"2019-01-22 23:02:30",17,1.7,1.9,"3D"
"TTP-041",26.0711805555556,-80.2794944444444,"2019-01-23 00:02:18",13,1.7,1.9,"3D"
"TTP-041",26.0712527777778,-80.2796194444444,"2019-01-23 01:02:10",18,1.3,2.4,"3D"
"TTP-041",26.0711916666667,-80.2798388888889,"2019-01-23 02:02:08",31,2.9,6.7,"3D"
"TTP-041",26.0711444444444,-80.2799138888889,"2019-01-23 03:02:21",15,2,8.4,"3D"
"TTP-041",26.0710916666667,-80.2796833333333,"2019-01-23 04:02:06",31,1.7,3.6,"3D"
"TTP-041",26.0712277777778,-80.2798944444444,"2019-01-23 05:02:30",10,2.5,4,"3D"
"TTP-041",26.0711583333333,-80.2800055555556,"2019-01-23 06:02:18",-16,4,5.5,"3D"
"TTP-041",26.0710777777778,-80.2799805555556,"2019-01-23 07:02:30",7,3.7,3.2,"2D"
"TTP-041",NA,NA,"2019-01-23 08:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-23 17:02:30",NA,0,0,"NO"
"TTP-041",26.0717666666667,-80.2795055555556,"2019-01-23 18:02:30",-10,2,3.7,"3D"
"TTP-041",26.0717888888889,-80.2794861111111,"2019-01-23 19:02:10",15,1.6,2.1,"3D"
"TTP-041",26.0717388888889,-80.279475,"2019-01-23 20:02:06",5,1.3,1.2,"3D"
"TTP-041",26.0717777777778,-80.2795055555556,"2019-01-23 21:02:03",4,1.3,1.6,"3D"
"TTP-041",26.0718083333333,-80.2795277777778,"2019-01-23 22:02:06",7,0.7,1.3,"3D"
"TTP-041",26.0718027777778,-80.2795083333333,"2019-01-23 23:02:06",23,1.1,1.7,"3D"
"TTP-041",26.0718194444444,-80.2794138888889,"2019-01-24 00:02:07",13,1.4,2.2,"3D"
"TTP-041",26.0718388888889,-80.2795166666667,"2019-01-24 01:02:06",9,2.7,3.3,"3D"
"TTP-041",26.07185,-80.2794444444445,"2019-01-24 02:02:06",-10,1.2,2.2,"3D"
"TTP-041",26.0712888888889,-80.279625,"2019-01-24 03:02:04",19,1.2,2,"3D"
"TTP-041",NA,NA,"2019-01-24 04:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-24 05:02:30",NA,0,0,"NO"
"TTP-041",26.0711444444444,-80.2801055555556,"2019-01-24 06:02:30",17,2.3,3.7,"3D"
"TTP-041",26.0710027777778,-80.2800194444444,"2019-01-24 07:02:09",63,1.6,2.8,"3D"
"TTP-041",26.0697444444444,-80.2798916666667,"2019-01-24 08:02:08",12,1.9,1.5,"3D"
"TTP-041",NA,NA,"2019-01-24 17:02:30",NA,0,0,"NO"
"TTP-041",26.0705944444444,-80.2795972222222,"2019-01-24 18:02:30",7,3.9,3.2,"2D"
"TTP-041",26.0700611111111,-80.2790555555556,"2019-01-24 19:02:10",-23,1.7,3,"3D"
"TTP-041",26.0698777777778,-80.2792305555556,"2019-01-24 20:02:08",9,1.5,1.6,"3D"
"TTP-041",26.0698583333333,-80.2792,"2019-01-24 21:02:22",-8,2,2.9,"3D"
"TTP-041",26.0698777777778,-80.2792888888889,"2019-01-24 22:02:09",25,3.5,3.7,"3D"
"TTP-041",26.0698166666667,-80.2791861111111,"2019-01-24 23:02:29",36,2.7,5.9,"3D"
"TTP-041",26.0701027777778,-80.2794416666667,"2019-01-25 00:02:30",36,4.3,3.2,"2D"
"TTP-041",26.0699638888889,-80.2791555555556,"2019-01-25 01:02:10",-6,2.7,3.4,"3D"
"TTP-041",26.0698944444444,-80.2792111111111,"2019-01-25 02:02:08",14,2.5,6.5,"3D"
"TTP-041",26.0700222222222,-80.2791027777778,"2019-01-25 03:02:30",-4,1.3,2.7,"3D"
"TTP-041",NA,NA,"2019-01-25 04:02:30",NA,0,0,"NO"
"TTP-041",26.0707388888889,-80.2793194444444,"2019-01-25 05:02:30",7,2.3,2,"3D"
"TTP-041",NA,NA,"2019-01-25 06:02:30",NA,0,0,"NO"
"TTP-041",26.0733583333333,-80.2799333333333,"2019-01-25 07:02:30",NA,1.6,3.2,"3D"
"TTP-041",26.0742305555556,-80.2792944444444,"2019-01-25 08:02:11",1,1.3,1.7,"3D"
"TTP-041",NA,NA,"2019-01-25 17:02:30",NA,0,0,"NO"
"TTP-041",26.0703055555556,-80.2814861111111,"2019-01-25 18:02:30",437,3.2,3.2,"2D"
"TTP-041",26.0687472222222,-80.2782361111111,"2019-01-25 19:02:14",437,3.5,3.2,"2D"
"TTP-041",NA,NA,"2019-01-25 20:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-25 21:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-25 22:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-25 23:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 00:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 01:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 02:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 03:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 04:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 05:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 06:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 07:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 08:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 17:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 18:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 19:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 20:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 21:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 22:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-26 23:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 00:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 01:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 02:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 03:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 04:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 05:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 06:02:30",NA,0,0,"NO"
"TTP-041",26.0733527777778,-80.2796888888889,"2019-01-27 07:02:30",5,1.3,2,"3D"
"TTP-041",26.0730055555556,-80.2798444444444,"2019-01-27 08:02:02",-7,1,1.3,"3D"
"TTP-041",26.0712388888889,-80.279875,"2019-01-27 17:02:30",1,3.1,4.9,"3D"
"TTP-041",26.0706944444444,-80.2798944444444,"2019-01-27 18:02:06",4,1.8,4.5,"3D"
"TTP-041",26.0708722222222,-80.2799305555556,"2019-01-27 19:02:20",2,1.7,2.2,"3D"
"TTP-041",26.0700166666667,-80.279425,"2019-01-27 20:02:19",6,3.7,1.9,"3D"
"TTP-041",NA,NA,"2019-01-27 21:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 22:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-27 23:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 00:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 01:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 02:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 03:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 04:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 05:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 06:02:30",NA,0,0,"NO"
"TTP-041",26.0713527777778,-80.2797777777778,"2019-01-28 07:02:30",7,1.6,3.1,"3D"
"TTP-041",26.0713472222222,-80.2798388888889,"2019-01-28 08:02:19",16,2.2,2.8,"3D"
"TTP-041",26.0735083333333,-80.27965,"2019-01-28 17:02:30",3,5.4,7.5,"3D"
"TTP-041",26.0729944444444,-80.2796361111111,"2019-01-28 18:02:06",-5,1.2,2.4,"3D"
"TTP-041",26.0729861111111,-80.2796583333333,"2019-01-28 19:02:04",7,1,1.4,"3D"
"TTP-041",26.0710972222222,-80.2800777777778,"2019-01-28 20:02:07",15,1.5,1.6,"3D"
"TTP-041",NA,NA,"2019-01-28 21:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 22:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-28 23:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-29 00:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-29 01:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-29 02:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-29 03:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-29 04:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-29 05:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-29 06:02:30",NA,0,0,"NO"
"TTP-041",26.070675,-80.2801194444444,"2019-01-29 07:02:30",16,5.1,3.2,"2D"
"TTP-041",26.0707694444444,-80.2799305555556,"2019-01-29 08:02:28",1,2,3,"3D"
"TTP-041",26.0714611111111,-80.2798722222222,"2019-01-29 17:02:30",-2,4.1,3.4,"3D"
"TTP-041",26.0709055555556,-80.2804972222222,"2019-01-29 18:02:12",NA,9.9,3.2,"2D"
"TTP-041",26.0703694444444,-80.2797361111111,"2019-01-29 19:02:14",70,4.1,4,"3D"
"TTP-041",26.0706833333333,-80.2800861111111,"2019-01-29 20:02:30",13,0.9,1,"3D"
"TTP-041",26.0706888888889,-80.2800666666667,"2019-01-29 21:02:07",15,1,1.3,"3D"
"TTP-041",26.0706722222222,-80.28005,"2019-01-29 22:02:08",20,2.3,4.6,"3D"
"TTP-041",26.0707111111111,-80.2800194444444,"2019-01-29 23:02:30",24,5.8,3.9,"3D"
"TTP-041",26.0710222222222,-80.2799111111111,"2019-01-30 00:02:16",23,8.1,3.2,"2D"
"TTP-041",26.0707388888889,-80.2800388888889,"2019-01-30 01:02:30",15,3.1,2.4,"3D"
"TTP-041",26.0707194444444,-80.2799861111111,"2019-01-30 02:02:05",15,1.7,3.3,"3D"
"TTP-041",26.0706555555556,-80.2801777777778,"2019-01-30 03:02:02",6,1.3,2.1,"3D"
"TTP-041",26.0706583333333,-80.2800361111111,"2019-01-30 04:02:11",23,2.5,3.8,"3D"
"TTP-041",26.0707472222222,-80.2801388888889,"2019-01-30 05:02:04",6,2.1,1.8,"3D"
"TTP-041",26.0712194444444,-80.2795305555556,"2019-01-30 06:02:04",10,3.3,3.1,"3D"
"TTP-041",26.0711611111111,-80.2795388888889,"2019-01-30 07:02:30",28,3.1,4.1,"3D"
"TTP-041",26.0711722222222,-80.2795055555556,"2019-01-30 08:02:26",28,6.4,3.2,"2D"
"TTP-041",NA,NA,"2019-01-30 17:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-30 18:02:30",NA,0,0,"NO"
"TTP-041",26.0712055555556,-80.2798861111111,"2019-01-30 19:02:30",8,1.4,2.9,"3D"
"TTP-041",26.0710611111111,-80.2798888888889,"2019-01-30 20:02:08",NA,3.3,5.1,"3D"
"TTP-041",26.0711472222222,-80.28,"2019-01-30 21:02:04",5,1.5,4.6,"3D"
"TTP-041",26.0705805555556,-80.279575,"2019-01-30 22:02:05",50,3.2,5.6,"3D"
"TTP-041",26.0703722222222,-80.2788805555556,"2019-01-30 23:02:30",52,4.9,3.2,"2D"
"TTP-041",NA,NA,"2019-01-31 00:02:30",NA,0,0,"NO"
"TTP-041",26.0706388888889,-80.2801,"2019-01-31 01:02:30",16,1.9,3.5,"3D"
"TTP-041",26.0706361111111,-80.2799444444444,"2019-01-31 02:02:03",47,2.8,4,"3D"
"TTP-041",26.0706527777778,-80.2801083333333,"2019-01-31 03:02:10",12,1.5,2.1,"3D"
"TTP-041",26.0703416666667,-80.2797861111111,"2019-01-31 04:02:11",131,1.6,3,"3D"
"TTP-041",26.0706833333333,-80.2800194444444,"2019-01-31 05:02:07",-6,1.6,1.8,"3D"
"TTP-041",26.0706666666667,-80.2800277777778,"2019-01-31 06:02:05",23,2.9,4,"3D"
"TTP-041",26.0711694444444,-80.2801,"2019-01-31 07:02:06",3,9.9,3.2,"2D"
"TTP-041",NA,NA,"2019-01-31 08:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-31 17:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-31 18:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-31 19:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-31 20:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-31 21:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-31 22:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-01-31 23:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 00:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 01:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 02:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 03:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 04:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 05:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 06:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 07:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 08:02:30",NA,0,0,"NO"
"TTP-041",NA,NA,"2019-02-01 18:02:30",NA,0,0,"NO"
"TTP-041",26.0706777777778,-80.2800944444444,"2019-02-01 19:02:30",17,1.8,2.4,"3D"
"TTP-041",26.0706861111111,-80.2799638888889,"2019-02-01 20:02:05",-6,2.4,2.2,"3D"
"TTP-041",NA,NA,"2019-02-01 21:02:30",NA,0,0,"NO"
"TTP-041",26.0707361111111,-80.2801194444444,"2019-02-01 22:02:09",7,1.6,3,"3D"
"TTP-041",26.0707138888889,-80.2801305555556,"2019-02-01 23:02:07",13,1.6,2.7,"3D"
